0.000000	inf	-nan	-nan	0.306071	-0.000590	0.486977	0.007326	0.007515	0.009637	0
0.001000	0.000385	-0.000287	0.000913	0.306071	-0.000590	0.486978	0.001663	0.010003	0.000734	0
0.002000	-0.000010	0.000444	0.002064	0.306071	-0.000590	0.486980	-0.001931	0.003412	-0.010113	0
0.003000	0.000966	0.000068	-0.000569	0.306072	-0.000590	0.486979	-0.008273	-0.001749	-0.008867	0
0.004000	-0.000774	-0.000699	-0.001181	0.306071	-0.000591	0.486978	-0.002044	0.004368	-0.006212	0
0.005000	-0.000528	-0.000232	-0.000495	0.306071	-0.000591	0.486978	0.000822	-0.002537	-0.006305	0
0.006000	-0.000585	0.001935	-0.001255	0.306070	-0.000589	0.486976	0.004032	-0.019699	0.000234	0
0.007000	-0.000921	-0.001173	0.000026	0.306069	-0.000590	0.486976	0.009227	0.001561	0.008844	0
0.008000	-0.000795	-0.002036	-0.002076	0.306068	-0.000592	0.486974	0.016641	0.009179	0.024338	0
0.009000	-0.000564	0.001053	-0.001623	0.306068	-0.000591	0.486973	0.019241	0.001088	0.031058	0
0.010000	0.000488	0.000750	0.001592	0.306068	-0.000590	0.486974	0.007164	-0.007572	0.005632	0
0.011000	0.000406	-0.000275	-0.000934	0.306069	-0.000590	0.486973	0.005452	0.001704	0.015355	0
0.012000	-0.000293	-0.000574	-0.000351	0.306068	-0.000591	0.486973	0.003858	0.004001	0.017898	0
0.013000	-0.000255	-0.000130	0.000453	0.306068	-0.000591	0.486974	0.004725	0.004671	0.010064	0
0.014000	-0.000683	0.000752	-0.000307	0.306067	-0.000590	0.486973	0.001964	-0.000677	-0.001363	0
0.015000	-0.000191	0.000362	-0.002524	0.306067	-0.000590	0.486971	-0.000584	-0.009844	0.017441	0
0.016000	-0.000436	-0.002199	-0.000717	0.306067	-0.000592	0.486970	0.002609	0.004870	0.013373	0
0.017000	0.000963	0.001772	0.000942	0.306068	-0.000591	0.486971	-0.003842	-0.000431	0.004371	0
0.018000	0.000487	0.000234	-0.000752	0.306068	-0.000590	0.486970	-0.004747	-0.008290	0.007915	0
0.019000	0.000246	-0.000664	-0.002584	0.306068	-0.000591	0.486968	-0.007302	-0.006623	0.027144	0
0.020000	0.000559	-0.000436	0.002395	0.306069	-0.000591	0.486970	-0.005144	-0.003199	0.011675	0
0.021000	-0.000958	-0.001669	-0.002846	0.306068	-0.000593	0.486967	0.001137	0.009391	0.028608	0
0.022000	-0.000662	0.001495	0.000164	0.306067	-0.000592	0.486967	0.010420	-0.012999	0.026712	0
0.023000	0.000270	-0.001368	-0.001389	0.306068	-0.000593	0.486966	0.004678	0.001218	0.031526	0
0.024000	0.001157	-0.000495	0.000152	0.306069	-0.000593	0.486966	-0.004950	0.005193	0.020384	0
0.025000	-0.000727	0.000315	0.000016	0.306068	-0.000593	0.486966	0.001753	0.002150	0.022283	0
0.026000	0.000603	0.000210	-0.001244	0.306069	-0.000593	0.486965	-0.002768	0.006291	0.027213	0
0.027000	-0.000167	0.000780	0.000392	0.306068	-0.000592	0.486965	-0.003189	-0.000665	0.010685	0
0.028000	0.000152	-0.002026	-0.004561	0.306069	-0.000594	0.486961	0.000026	0.015010	0.049177	0
0.029000	0.000010	-0.000069	0.000534	0.306069	-0.000594	0.486961	0.003236	0.011391	0.029632	0
0.030000	0.001359	0.000684	0.001314	0.306070	-0.000594	0.486963	-0.006967	-0.004989	0.013021	0
0.031000	-0.000529	-0.001491	0.000309	0.306069	-0.000595	0.486963	-0.001449	0.008507	0.014277	0
0.032000	0.000582	-0.000249	-0.000953	0.306070	-0.000595	0.486962	-0.007068	0.012018	0.016665	0
0.033000	0.000053	-0.000315	-0.001040	0.306070	-0.000596	0.486961	-0.003885	0.010317	0.022645	0
0.034000	0.001534	0.001592	-0.000085	0.306072	-0.000594	0.486961	-0.015753	-0.009057	0.012006	0
0.035000	-0.000915	-0.003448	-0.003186	0.306071	-0.000597	0.486958	-0.009554	0.022738	0.033978	0
0.036000	0.000461	0.001896	-0.000900	0.306071	-0.000596	0.486957	-0.014724	0.008681	0.027967	0
0.037000	0.000271	-0.001159	0.003750	0.306071	-0.000597	0.486960	-0.013694	0.013781	-0.012246	0
0.038000	0.001035	-0.000403	-0.003981	0.306073	-0.000597	0.486956	-0.013063	0.014776	0.027749	0
0.039000	0.000994	-0.000081	-0.001423	0.306074	-0.000597	0.486955	-0.013212	0.013468	0.027958	0
0.040000	-0.000338	0.000808	-0.000560	0.306073	-0.000596	0.486954	-0.009541	0.009151	0.019601	0
0.041000	0.000904	0.000467	-0.000950	0.306074	-0.000596	0.486954	-0.014961	-0.003050	0.015902	0
0.042000	0.000086	-0.002428	-0.001317	0.306074	-0.000598	0.486952	-0.011122	0.020557	0.018045	0
0.043000	-0.000209	0.000615	-0.001445	0.306074	-0.000598	0.486951	-0.007187	0.010924	0.029847	0
